index,pubid,question,gold_label,prediction,raw_answer,response_status,is_valid,is_correct,used_tools,search_count,reranker_model,reranker_candidate_pmids,reranker_ranked_pmids,reranker_scores,reranker_selected_pmid,reranker_selected_score,reranker_selected_tool,gold_pmid_in_reranker_candidates,gold_pmid_selected
11,25432938,Did Chile's traffic law reform push police enforcement?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["25432938", "24495711", "15995461", "19593710", "21823940", "23076787", "24336869", "22427593", "24739448", "25186850"]","["25432938", "24336869", "19593710", "24495711", "21823940", "22427593", "15995461", "24739448", "25186850", "23076787"]","[5.296452, -10.92449, -11.108658, -11.201599, -11.231109, -11.239695, -11.27412, -11.28096, -11.285201, -11.365102]",25432938,5.296452,vector_search,TRUE,TRUE
12,18847643,Therapeutic anticoagulation in the trauma patient: is it safe?,no,no,no,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["18847643", "21164063", "15141797", "12805495", "10781708", "24684514", "11882828", "21845457", "19130332", "24074624"]","["18847643", "12805495", "21164063", "21845457", "11882828", "10781708", "24074624", "24684514", "15141797", "19130332"]","[5.07057, -2.735985, -5.532913, -6.636488, -9.448998, -10.774482, -10.879149, -10.884432, -11.088099, -11.096851]",18847643,5.07057,vector_search,TRUE,TRUE
13,18239988,Differentiation of nonalcoholic from alcoholic steatohepatitis: are routine laboratory markers useful?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["18239988", "23588461", "15943725", "9100537", "9044116", "17502203", "10430303", "23052500", "15466981", "16713745"]","["18239988", "23588461", "23052500", "9100537", "9044116", "15943725", "17502203", "16713745", "10430303", "15466981"]","[6.872368, -7.581945, -8.386272, -9.398525, -9.520127, -9.822073, -10.631783, -10.759588, -11.189548, -11.219646]",18239988,6.872368,vector_search,TRUE,TRUE
14,25957366,Prompting Primary Care Providers about Increased Patient Risk As a Result of Family History: Does It Work?,no,no,no,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["25957366", "22867778", "25079920", "18619710", "9191526", "2224269", "28359277", "15774570", "27216167", "10808977"]","["25957366", "9191526", "25079920", "18619710", "15774570", "22867778", "28359277", "27216167", "10808977", "2224269"]","[4.437716, -8.703931, -9.673252, -9.773401, -9.936131, -10.404133, -10.449335, -10.639585, -11.132153, -11.347764]",25957366,4.437716,vector_search,TRUE,TRUE
15,24866606,Do emergency ultrasound fellowship programs impact emergency medicine residents' ultrasound education?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["24866606", "25186850", "24973051", "26134053", "8245806", "21889895", "20354380", "19145527", "20549895", "16678696"]","["24866606", "26134053", "24973051", "19145527", "25186850", "21889895", "20549895", "20354380", "8245806", "16678696"]","[8.262, -2.689015, -4.820137, -7.040076, -7.258337, -7.770789, -9.289314, -10.031384, -10.363144, -10.594181]",24866606,8.262,vector_search,TRUE,TRUE
16,26578404,Patient-Controlled Therapy of Breathlessness in Palliative Care: A New Therapeutic Concept for Opioid Administration?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["26578404", "21256734", "23719685", "11943048", "23228527", "23690198", "21592383", "26516021", "17244100", "22117569"]","["26578404", "21256734", "23719685", "23228527", "17244100", "11943048", "22117569", "21592383", "23690198", "26516021"]","[3.113066, -5.330033, -5.546353, -8.000805, -8.218723, -8.896256, -9.580599, -9.795301, -10.123495, -10.816578]",26578404,3.113066,vector_search,TRUE,TRUE
17,11729377,Is there still a need for living-related liver transplantation in children?,yes,maybe,maybe,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["11729377", "9603166", "8910148", "23222920", "9107172", "21850494", "20571467", "22537902", "27896825", "20530150"]","["11729377", "21850494", "9603166", "20571467", "8910148", "23222920", "9107172", "20530150", "27896825", "22537902"]","[0.432515, -6.781971, -8.148804, -8.820719, -8.976724, -9.257594, -9.345463, -9.493973, -9.587618, -10.299846]",11729377,0.432515,vector_search,TRUE,TRUE
18,17096624,Do patterns of knowledge and attitudes exist among unvaccinated seniors?,yes,maybe,maybe,completed,TRUE,FALSE,pubmed_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["42736149", "42715554", "42712616", "42576507", "42574393", "42564555", "42553322", "42506682", "42489414", "42381159"]","["42553322", "42506682", "42736149", "42489414", "42715554", "42712616", "42576507", "42381159", "42574393", "42564555"]","[1.179972, 0.708722, -3.245574, -4.892075, -5.617526, -5.71645, -5.840542, -9.075966, -9.621979, -11.149895]",42553322,1.179972,pubmed_search,FALSE,FALSE
19,22694248,Is there a model to teach and practice retroperitoneoscopic nephrectomy?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["22694248", "23517744", "17445978", "23992109", "20674150", "23453079", "18399830", "18568239", "12090319", "18158048"]","["22694248", "18399830", "23517744", "17445978", "20674150", "23992109", "23453079", "18158048", "18568239", "12090319"]","[5.87082, -5.423182, -5.830668, -7.037294, -7.181773, -9.402315, -10.59777, -10.768007, -10.819372, -10.997066]",22694248,5.87082,vector_search,TRUE,TRUE
20,22990761,Cardiovascular risk in a rural adult West African population: is resting heart rate also relevant?,yes,yes,yes,completed,TRUE,TRUE,"pubmed_search,vector_search",2,cross-encoder/ms-marco-MiniLM-L6-v2,"["39595702", "27409075", "22990761", "11915847", "22825590", "26363639", "25150098", "22668852", "17682349", "18019905", "28196511", "15053041", "26104852"]","["22990761", "39595702", "22825590", "25150098", "11915847", "26363639", "22668852", "15053041", "28196511", "18019905", "17682349", "27409075", "26104852"]","[9.886141, 2.471277, 1.954489, -0.015192, -0.528937, -5.576093, -7.509894, -8.50546, -9.296909, -10.298981, -10.610712, -10.814081, -11.292743]",22990761,9.886141,pubmed_search,TRUE,TRUE
21,19394934,Israeli hospital preparedness for terrorism-related multiple casualty incidents: can the surge capacity and injury severity distribution be better predicted?,yes,maybe,maybe,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["19394934", "19106867", "21845457", "27858166", "24336869", "22813804", "10798511", "10593212", "26079501", "11483547"]","["19394934", "21845457", "19106867", "24336869", "22813804", "26079501", "11483547", "27858166", "10798511", "10593212"]","[2.372256, -9.337028, -9.700607, -9.820177, -10.283231, -10.304885, -10.53262, -10.890318, -11.110912, -11.164102]",19394934,2.372256,vector_search,TRUE,TRUE
22,11481599,Acute respiratory distress syndrome in children with malignancy--can we predict outcome?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["11481599", "11862129", "25394614", "10381996", "27096199", "24785562", "16296668", "17329379", "27896825", "14612308"]","["11481599", "27096199", "25394614", "10381996", "27896825", "11862129", "16296668", "17329379", "24785562", "14612308"]","[7.190559, 0.843682, -0.531425, -7.247274, -9.600028, -10.277639, -10.683563, -10.684457, -10.886433, -11.246729]",11481599,7.190559,vector_search,TRUE,TRUE
23,21669959,Secondhand smoke risk in infants discharged from an NICU: potential for significant health disparities?,yes,yes,yes,completed,TRUE,TRUE,pubmed_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,["21669959"],["21669959"],[9.422413],21669959,9.422413,pubmed_search,TRUE,TRUE
24,23806388,Do nomograms designed to predict biochemical recurrence (BCR) do a better job of predicting more clinically relevant prostate cancer outcomes than BCR?,yes,yes,yes,completed,TRUE,TRUE,"pubmed_search,vector_search",2,cross-encoder/ms-marco-MiniLM-L6-v2,"["29372236", "24408897", "23356747", "19025977", "23806388", "14713788", "15708048", "17008699", "12947068", "25787073", "20608141", "14697414", "18472368", "15483019"]","["23806388", "19025977", "23356747", "15708048", "29372236", "24408897", "14713788", "20608141", "25787073", "18472368", "14697414", "12947068", "17008699", "15483019"]","[6.935735, 5.407533, 1.938, -2.261677, -2.547004, -3.016899, -4.640565, -5.10449, -5.27706, -6.165191, -6.528027, -6.864441, -6.911703, -8.259754]",23806388,6.935735,vector_search,TRUE,TRUE
25,17919952,Are reports of mechanical dysfunction in chronic oro-facial pain related to somatisation?,yes,yes,yes,completed,TRUE,TRUE,"pubmed_search,vector_search",2,cross-encoder/ms-marco-MiniLM-L6-v2,"["38661392", "17919952", "21951591", "11053064", "15588538", "18065862", "23252468", "21256734", "23495128", "23916653", "27592038"]","["17919952", "38661392", "23252468", "21951591", "15588538", "27592038", "11053064", "23916653", "18065862", "23495128", "21256734"]","[4.536038, -3.585491, -5.479301, -6.861853, -7.956762, -8.043221, -10.689165, -10.918735, -11.053074, -11.077821, -11.118028]",17919952,4.536038,vector_search,TRUE,TRUE
26,10966943,Amblyopia: is visual loss permanent?,no,no,no,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["10966943", "16418930", "27757987", "26686513", "25103647", "11970923", "18269157", "25819796", "22497340", "19054501"]","["10966943", "16418930", "27757987", "18269157", "19054501", "25103647", "26686513", "25819796", "11970923", "22497340"]","[-3.031955, -3.353409, -3.373531, -10.857697, -10.899084, -11.015326, -11.096114, -11.196806, -11.30962, -11.336572]",10966943,-3.031955,vector_search,TRUE,TRUE
27,23690198,Implementation of epidural analgesia for labor: is the standard of effective analgesia reachable in all women?,yes,no,no,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["23690198", "22521460", "21194998", "20842006", "17578985", "9483814", "21256734", "26516021", "26578404", "11943048"]","["23690198", "9483814", "11943048", "26578404", "22521460", "21194998", "17578985", "20842006", "26516021", "21256734"]","[5.0398, -8.190212, -10.006399, -10.304816, -10.58742, -10.715485, -11.079685, -11.148565, -11.178484, -11.289259]",23690198,5.0398,vector_search,TRUE,TRUE
28,17940352,Does HER2 immunoreactivity provide prognostic information in locally advanced urothelial carcinoma patients receiving adjuvant M-VEC chemotherapy?,maybe,no,no,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["17940352", "15483019", "28006766", "9569972", "27217036", "20674150", "25859857", "17489316", "24783217", "18243752"]","["17940352", "27217036", "15483019", "28006766", "9569972", "24783217", "25859857", "20674150", "17489316", "18243752"]","[8.422928, -1.495457, -2.525704, -3.169313, -3.976236, -5.572021, -5.694723, -5.904359, -7.746557, -8.172844]",17940352,8.422928,vector_search,TRUE,TRUE
29,20537205,Is halofantrine ototoxic?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["20537205", "24142776", "18274917", "19822586", "9488747", "11570976", "25592625", "16100194", "18847643", "22154448"]","["20537205", "11570976", "24142776", "16100194", "18274917", "22154448", "18847643", "19822586", "25592625", "9488747"]","[2.523637, -8.674631, -8.857016, -10.679888, -10.807673, -11.002246, -11.005444, -11.01004, -11.026389, -11.197788]",20537205,2.523637,vector_search,TRUE,TRUE
30,28707539,Visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["28707539", "16195477", "24449622", "21123461", "19836806", "12769830", "22532370", "26452334", "22348433", "25168472"]","["28707539", "16195477", "24449622", "26452334", "25168472", "12769830", "22348433", "21123461", "19836806", "22532370"]","[3.141255, -8.957367, -9.742941, -10.492722, -10.537075, -11.0031, -11.069366, -11.18261, -11.267054, -11.306149]",28707539,3.141255,vector_search,TRUE,TRUE
31,7482275,Necrotizing fasciitis: an indication for hyperbaric oxygenation therapy?,no,maybe,maybe,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["7482275", "19322056", "27288618", "23337545", "26418796", "24625433", "17462393", "25394614", "18049437", "24098953"]","["7482275", "17462393", "19322056", "24098953", "27288618", "23337545", "25394614", "24625433", "18049437", "26418796"]","[4.711185, -5.770662, -8.686215, -9.840446, -9.975239, -10.150044, -10.919964, -11.014999, -11.12429, -11.245108]",7482275,4.711185,vector_search,TRUE,TRUE
32,24183388,Is the Hawkins sign able to predict necrosis in fractures of the neck of the astragalus?,maybe,yes,yes,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["24183388", "22955530", "27832831", "18096128", "27394685", "25277731", "20871246", "24352924", "27858166", "24630333"]","["24183388", "18096128", "20871246", "24630333", "27832831", "27394685", "22955530", "25277731", "27858166", "24352924"]","[9.1464, -6.464674, -8.146843, -8.580338, -9.871972, -10.56157, -10.59288, -10.972429, -11.181467, -11.225014]",24183388,9.1464,vector_search,TRUE,TRUE
33,9645785,Is a mandatory general surgery rotation necessary in the surgical clerkship?,no,no,no,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["9645785", "10354335", "19712912", "25940336", "16678696", "24973051", "22042121", "22449464", "27884344", "18708308"]","["9645785", "24973051", "10354335", "16678696", "27884344", "19712912", "25940336", "18708308", "22042121", "22449464"]","[9.033643, -9.356036, -9.733314, -10.038563, -10.499424, -10.600836, -10.609619, -11.013433, -11.212212, -11.282402]",9645785,9.033643,vector_search,TRUE,TRUE
34,26298839,Is Acupuncture Efficacious for Treating Phonotraumatic Vocal Pathologies?,yes,maybe,maybe,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["26298839", "20842006", "27592038", "11862129", "11776681", "25691513", "19648304", "26578404", "24785562", "18179827"]","["26298839", "20842006", "27592038", "26578404", "24785562", "19648304", "25691513", "11862129", "11776681", "18179827"]","[6.297938, -5.064495, -10.143803, -10.579051, -10.65374, -10.684948, -10.851062, -10.893551, -10.963566, -11.154521]",26298839,6.297938,vector_search,TRUE,TRUE
35,24153338,Is aneurysm repair justified for the patients aged 80 or older after aneurysmal subarachnoid hemorrhage?,yes,yes,yes,completed,TRUE,TRUE,"pubmed_search,vector_search",2,cross-encoder/ms-marco-MiniLM-L6-v2,"["42735964", "42726227", "42725095", "42724569", "42722494", "42715402", "42709911", "42707117", "42698405", "42697567", "24153338", "18926458", "14652839", "17062234", "17062225", "12765819", "25987398", "12805495", "27858166", "24591144"]","["24153338", "12765819", "14652839", "17062225", "42722494", "18926458", "25987398", "24591144", "12805495", "42698405", "42735964", "42725095", "42707117", "42715402", "42726227", "42724569", "42697567", "17062234", "42709911", "27858166"]","[6.57866, 0.406342, -1.935507, -2.700597, -3.226449, -5.232704, -5.97793, -7.773222, -9.308258, -9.567055, -9.707869, -10.035675, -10.251732, -10.33462, -10.362103, -10.473699, -10.495049, -10.577228, -10.957697, -11.002435]",24153338,6.57866,vector_search,TRUE,TRUE
36,18534072,Do general practice characteristics influence uptake of an information technology (IT) innovation in primary care?,no,no,no,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["18534072", "15502995", "26516021", "19711462", "25957366", "15774570", "2224269", "9616411", "24374414", "22449464"]","["18534072", "19711462", "15502995", "22449464", "25957366", "15774570", "26516021", "2224269", "24374414", "9616411"]","[5.78289, -3.314761, -8.015021, -8.155238, -8.878508, -10.036024, -10.629417, -10.661095, -10.696661, -10.711435]",18534072,5.78289,vector_search,TRUE,TRUE
37,8847047,Prognosis of well differentiated small hepatocellular carcinoma--is well differentiated hepatocellular carcinoma clinically early cancer?,no,no,no,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["8847047", "23052500", "22644412", "27896825", "15530261", "11799314", "11888773", "18284441", "21850494", "24799031"]","["8847047", "22644412", "15530261", "11888773", "23052500", "11799314", "27896825", "24799031", "21850494", "18284441"]","[5.981434, 0.525459, -1.414071, -3.551716, -4.517252, -5.707341, -7.565339, -7.899525, -9.164502, -10.711367]",8847047,5.981434,vector_search,TRUE,TRUE
38,10575390,Do follow-up recommendations for abnormal Papanicolaou smears influence patient adherence?,no,yes,yes,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["10575390", "26859535", "26348845", "17715311", "10808977", "22706226", "20073599", "19398929", "9100537", "19643525"]","["10575390", "26859535", "26348845", "17715311", "22706226", "19398929", "10808977", "9100537", "20073599", "19643525"]","[6.96791, 0.34966, 0.040539, -5.823635, -6.134473, -6.34345, -9.54932, -10.265442, -10.692559, -11.196987]",10575390,6.96791,vector_search,TRUE,TRUE
39,20084845,Biomolecular identification of allergenic pollen: a new perspective for aerobiological monitoring?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["20084845", "15539888", "19664156", "16266387", "20187289", "27044366", "24516646", "24359102", "11555508", "17559449"]","["20084845", "24516646", "15539888", "11555508", "27044366", "24359102", "16266387", "19664156", "17559449", "20187289"]","[2.836226, -7.811356, -9.65311, -10.739038, -10.748845, -10.809895, -10.961867, -10.988108, -11.120075, -11.268984]",20084845,2.836226,vector_search,TRUE,TRUE
40,15703931,Does diabetes mellitus influence the efficacy of FDG-PET in the diagnosis of cervical cancer?,no,no,no,completed,TRUE,TRUE,pubmed_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["17649642", "15703931", "15050330"]","["15703931", "15050330", "17649642"]","[9.238605, 4.361006, 1.025241]",15703931,9.238605,pubmed_search,TRUE,TRUE
41,18269157,Biomechanical and wound healing characteristics of corneas after excimer laser keratorefractive surgery: is there a difference between advanced surface ablation and sub-Bowman's keratomileusis?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["18269157", "26686513", "27757987", "10877371", "11838307", "24695920", "17483607", "22227642", "10430303", "24519615"]","["18269157", "24695920", "27757987", "17483607", "11838307", "26686513", "10430303", "22227642", "10877371", "24519615"]","[7.721542, -9.875622, -9.930887, -9.991046, -10.494693, -10.585983, -10.588249, -10.733321, -10.900803, -10.943525]",18269157,7.721542,vector_search,TRUE,TRUE
42,25489696,Does radiotherapy of the primary rectal cancer affect prognosis after pelvic exenteration for recurrent rectal cancer?,yes,yes,yes,completed,TRUE,TRUE,"pubmed_search,vector_search",2,cross-encoder/ms-marco-MiniLM-L6-v2,"["41042617", "40850835", "39625395", "38482226", "36925127", "30703795", "29985547", "25489696", "24315563", "22231559", "12095973", "25735444", "10927144", "14978612", "18472368", "14713788", "23389866", "14697414", "25859857"]","["25489696", "38482226", "30703795", "36925127", "24315563", "40850835", "14978612", "29985547", "39625395", "25735444", "12095973", "10927144", "22231559", "18472368", "14697414", "41042617", "23389866", "25859857", "14713788"]","[10.145006, 5.583313, 3.645285, 2.205909, 2.115181, 1.869651, 1.773031, 1.024902, 0.284931, 0.187163, -1.957447, -2.761492, -4.093848, -5.161649, -5.669813, -6.005455, -6.613644, -8.878208, -10.075045]",25489696,10.145006,pubmed_search,TRUE,TRUE
43,14599616,Can a practicing surgeon detect early lymphedema reliably?,maybe,yes,yes,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["14599616", "15631914", "11034241", "19854401", "9745063", "26471488", "12098035", "17312514", "27884344", "17054994"]","["14599616", "11034241", "15631914", "19854401", "12098035", "26471488", "17312514", "17054994", "9745063", "27884344"]","[-2.10721, -3.179374, -6.295143, -8.541872, -9.421177, -9.512459, -10.076438, -10.540966, -10.629827, -10.997438]",14599616,-2.10721,vector_search,TRUE,TRUE
44,22537902,Colorectal cancer with synchronous liver metastases: does global management at the same centre improve results?,no,no,no,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["22537902", "28407529", "29112560", "21431987", "11296674", "26820719", "12095973", "24599411", "23347337", "22236315"]","["22537902", "28407529", "21431987", "23347337", "26820719", "12095973", "29112560", "11296674", "24599411", "22236315"]","[4.832846, -1.778674, -3.919386, -6.130369, -7.361297, -10.33749, -10.945548, -11.026442, -11.116899, -11.201427]",22537902,4.832846,vector_search,TRUE,TRUE
45,19054501,Is motion perception deficit in schizophrenia a consequence of eye-tracking abnormality?,yes,no,no,completed,TRUE,FALSE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["19054501", "22497340", "16418930", "10593212", "23735520", "23916653", "25588461", "26222664", "21951591", "10966943"]","["19054501", "21951591", "25588461", "23916653", "10966943", "22497340", "16418930", "26222664", "10593212", "23735520"]","[8.447126, -9.5946, -9.822917, -9.890229, -10.524918, -10.560337, -10.702496, -10.72893, -10.775208, -10.975447]",19054501,8.447126,vector_search,TRUE,TRUE
46,16432652,Transgastric endoscopic splenectomy: is it possible?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["16432652", "24476003", "26063028", "25480629", "20530150", "24827404", "21904069", "24748473", "25251991", "10922093"]","["16432652", "26063028", "20530150", "10922093", "21904069", "24827404", "24476003", "25480629", "25251991", "24748473"]","[4.062617, -2.440685, -5.070122, -7.283493, -7.566853, -8.202145, -8.362028, -8.544148, -8.61565, -8.979107]",16432652,4.062617,vector_search,TRUE,TRUE
47,19504993,It's Fournier's gangrene still dangerous?,yes,yes,yes,completed,TRUE,TRUE,vector_search,1,cross-encoder/ms-marco-MiniLM-L6-v2,"["19504993", "18158048", "19822586", "23455575", "9488747", "28177278", "11149643", "24901580", "10411439", "7482275"]","["19504993", "9488747", "28177278", "23455575", "7482275", "19822586", "11149643", "18158048", "24901580", "10411439"]","[3.77857, -11.009108, -11.223597, -11.25625, -11.259925, -11.285366, -11.300247, -11.313833, -11.341505, -11.346242]",19504993,3.77857,vector_search,TRUE,TRUE
